fixation_id,frame_idx,saved_filename
0,0,fix0_frame0.png
1,116,fix1_frame116.png
2,124,fix2_frame124.png
3,131,fix3_frame131.png
4,139,fix4_frame139.png
5,290,fix5_frame290.png
6,411,fix6_frame411.png
7,456,fix7_frame456.png
8,519,fix8_frame519.png
9,803,fix9_frame803.png
10,816,fix10_frame816.png
11,829,fix11_frame829.png
12,839,fix12_frame839.png
13,969,fix13_frame969.png
14,1016,fix14_frame1016.png
15,1027,fix15_frame1027.png
16,1124,fix16_frame1124.png
17,1133,fix17_frame1133.png
18,1185,fix18_frame1185.png
19,1193,fix19_frame1193.png
20,1201,fix20_frame1201.png
21,1214,fix21_frame1214.png
22,1230,fix22_frame1230.png
23,1241,fix23_frame1241.png
24,1251,fix24_frame1251.png
25,1298,fix25_frame1298.png
26,1399,fix26_frame1399.png
27,1583,fix27_frame1583.png
28,1946,fix28_frame1946.png
29,1954,fix29_frame1954.png
30,1965,fix30_frame1965.png
31,1981,fix31_frame1981.png
32,2010,fix32_frame2010.png
33,2019,fix33_frame2019.png
34,2033,fix34_frame2033.png
35,2045,fix35_frame2045.png
36,2061,fix36_frame2061.png
37,2075,fix37_frame2075.png
38,2201,fix38_frame2201.png
39,2220,fix39_frame2220.png
40,2232,fix40_frame2232.png
41,2389,fix41_frame2389.png
42,2541,fix42_frame2541.png
43,2566,fix43_frame2566.png
44,2581,fix44_frame2581.png
45,2781,fix45_frame2781.png
46,2852,fix46_frame2852.png
47,2876,fix47_frame2876.png
48,2920,fix48_frame2920.png
49,2938,fix49_frame2938.png
50,2945,fix50_frame2945.png
51,3077,fix51_frame3077.png
52,3124,fix52_frame3124.png
53,3145,fix53_frame3145.png
54,3190,fix54_frame3190.png
55,3210,fix55_frame3210.png
56,3229,fix56_frame3229.png
57,3237,fix57_frame3237.png
58,3250,fix58_frame3250.png
59,3270,fix59_frame3270.png
60,3286,fix60_frame3286.png
61,3351,fix61_frame3351.png
62,3407,fix62_frame3407.png
