fixation_id,frame_idx,saved_filename
0,0,fix0_frame0.png
1,4,fix1_frame4.png
2,66,fix2_frame66.png
3,92,fix3_frame92.png
4,103,fix4_frame103.png
5,121,fix5_frame121.png
6,143,fix6_frame143.png
7,173,fix7_frame173.png
8,223,fix8_frame223.png
9,268,fix9_frame268.png
10,286,fix10_frame286.png
11,305,fix11_frame305.png
12,324,fix12_frame324.png
13,433,fix13_frame433.png
14,456,fix14_frame456.png
15,467,fix15_frame467.png
16,484,fix16_frame484.png
17,500,fix17_frame500.png
18,511,fix18_frame511.png
19,580,fix19_frame580.png
20,604,fix20_frame604.png
21,617,fix21_frame617.png
22,655,fix22_frame655.png
23,731,fix23_frame731.png
24,741,fix24_frame741.png
25,754,fix25_frame754.png
26,769,fix26_frame769.png
27,783,fix27_frame783.png
28,800,fix28_frame800.png
29,874,fix29_frame874.png
30,947,fix30_frame947.png
31,952,fix31_frame952.png
32,964,fix32_frame964.png
33,971,fix33_frame971.png
34,979,fix34_frame979.png
35,989,fix35_frame989.png
36,1008,fix36_frame1008.png
37,1035,fix37_frame1035.png
38,1046,fix38_frame1046.png
39,1056,fix39_frame1056.png
40,1069,fix40_frame1069.png
41,1082,fix41_frame1082.png
42,1099,fix42_frame1099.png
43,1109,fix43_frame1109.png
44,1124,fix44_frame1124.png
45,1144,fix45_frame1144.png
46,1161,fix46_frame1161.png
47,1177,fix47_frame1177.png
48,1184,fix48_frame1184.png
49,1238,fix49_frame1238.png
50,1249,fix50_frame1249.png
51,1262,fix51_frame1262.png
52,1297,fix52_frame1297.png
53,1321,fix53_frame1321.png
54,1335,fix54_frame1335.png
55,1352,fix55_frame1352.png
56,1375,fix56_frame1375.png
57,1387,fix57_frame1387.png
58,1515,fix58_frame1515.png
59,1525,fix59_frame1525.png
60,1549,fix60_frame1549.png
61,1565,fix61_frame1565.png
62,1581,fix62_frame1581.png
63,1596,fix63_frame1596.png
64,1605,fix64_frame1605.png
65,1612,fix65_frame1612.png
66,1620,fix66_frame1620.png
67,1628,fix67_frame1628.png
68,1649,fix68_frame1649.png
69,1673,fix69_frame1673.png
70,1691,fix70_frame1691.png
71,1703,fix71_frame1703.png
72,1716,fix72_frame1716.png
73,1727,fix73_frame1727.png
74,1738,fix74_frame1738.png
75,1748,fix75_frame1748.png
76,1756,fix76_frame1756.png
77,1764,fix77_frame1764.png
78,1773,fix78_frame1773.png
79,1790,fix79_frame1790.png
80,1801,fix80_frame1801.png
81,1811,fix81_frame1811.png
82,1857,fix82_frame1857.png
83,1865,fix83_frame1865.png
84,1897,fix84_frame1897.png
85,1916,fix85_frame1916.png
86,1927,fix86_frame1927.png
87,1937,fix87_frame1937.png
88,2005,fix88_frame2005.png
89,2017,fix89_frame2017.png
90,2096,fix90_frame2096.png
91,2104,fix91_frame2104.png
92,2113,fix92_frame2113.png
93,2121,fix93_frame2121.png
94,2129,fix94_frame2129.png
95,2140,fix95_frame2140.png
96,2149,fix96_frame2149.png
97,2171,fix97_frame2171.png
98,2184,fix98_frame2184.png
99,2196,fix99_frame2196.png
100,2207,fix100_frame2207.png
101,2229,fix101_frame2229.png
102,2239,fix102_frame2239.png
103,2256,fix103_frame2256.png
104,2266,fix104_frame2266.png
105,2274,fix105_frame2274.png
106,2281,fix106_frame2281.png
107,2294,fix107_frame2294.png
108,2313,fix108_frame2313.png
109,2349,fix109_frame2349.png
110,2361,fix110_frame2361.png
111,2437,fix111_frame2437.png
112,2468,fix112_frame2468.png
113,2510,fix113_frame2510.png
114,2521,fix114_frame2521.png
115,2553,fix115_frame2553.png
116,2606,fix116_frame2606.png
117,2615,fix117_frame2615.png
118,2623,fix118_frame2623.png
119,2668,fix119_frame2668.png
120,2685,fix120_frame2685.png
121,2697,fix121_frame2697.png
122,2713,fix122_frame2713.png
123,2731,fix123_frame2731.png
124,2745,fix124_frame2745.png
125,2765,fix125_frame2765.png
126,2782,fix126_frame2782.png
127,2806,fix127_frame2806.png
128,2814,fix128_frame2814.png
129,2886,fix129_frame2886.png
130,2898,fix130_frame2898.png
131,2909,fix131_frame2909.png
132,2918,fix132_frame2918.png
133,2930,fix133_frame2930.png
134,2944,fix134_frame2944.png
135,2981,fix135_frame2981.png
136,2989,fix136_frame2989.png
137,2996,fix137_frame2996.png
138,3009,fix138_frame3009.png
139,3017,fix139_frame3017.png
140,3034,fix140_frame3034.png
141,3056,fix141_frame3056.png
142,3071,fix142_frame3071.png
143,3082,fix143_frame3082.png
144,3093,fix144_frame3093.png
145,3111,fix145_frame3111.png
146,3129,fix146_frame3129.png
147,3147,fix147_frame3147.png
148,3162,fix148_frame3162.png
149,3175,fix149_frame3175.png
150,3186,fix150_frame3186.png
151,3205,fix151_frame3205.png
152,3220,fix152_frame3220.png
153,3242,fix153_frame3242.png
154,3255,fix154_frame3255.png
155,3267,fix155_frame3267.png
156,3306,fix156_frame3306.png
157,3392,fix157_frame3392.png
158,3417,fix158_frame3417.png
159,3446,fix159_frame3446.png
160,3455,fix160_frame3455.png
161,3472,fix161_frame3472.png
162,3480,fix162_frame3480.png
163,3490,fix163_frame3490.png
164,3499,fix164_frame3499.png
165,3505,fix165_frame3505.png
