fixation_id,frame_idx,saved_filename
0,30,fix0_frame30.png
1,40,fix1_frame40.png
2,49,fix2_frame49.png
3,54,fix3_frame54.png
4,62,fix4_frame62.png
5,72,fix5_frame72.png
6,82,fix6_frame82.png
7,117,fix7_frame117.png
8,140,fix8_frame140.png
9,183,fix9_frame183.png
10,205,fix10_frame205.png
11,211,fix11_frame211.png
12,218,fix12_frame218.png
13,227,fix13_frame227.png
14,236,fix14_frame236.png
15,243,fix15_frame243.png
16,249,fix16_frame249.png
17,254,fix17_frame254.png
18,258,fix18_frame258.png
19,264,fix19_frame264.png
20,270,fix20_frame270.png
21,314,fix21_frame314.png
22,318,fix22_frame318.png
23,322,fix23_frame322.png
24,336,fix24_frame336.png
25,366,fix25_frame366.png
26,393,fix26_frame393.png
27,402,fix27_frame402.png
28,415,fix28_frame415.png
29,425,fix29_frame425.png
30,436,fix30_frame436.png
31,447,fix31_frame447.png
32,496,fix32_frame496.png
33,513,fix33_frame513.png
34,523,fix34_frame523.png
35,534,fix35_frame534.png
36,542,fix36_frame542.png
37,550,fix37_frame550.png
38,571,fix38_frame571.png
39,580,fix39_frame580.png
40,586,fix40_frame586.png
41,596,fix41_frame596.png
42,601,fix42_frame601.png
43,613,fix43_frame613.png
44,668,fix44_frame668.png
45,696,fix45_frame696.png
46,755,fix46_frame755.png
47,775,fix47_frame775.png
48,793,fix48_frame793.png
49,798,fix49_frame798.png
50,814,fix50_frame814.png
51,833,fix51_frame833.png
52,845,fix52_frame845.png
53,849,fix53_frame849.png
54,854,fix54_frame854.png
55,859,fix55_frame859.png
56,866,fix56_frame866.png
57,886,fix57_frame886.png
58,909,fix58_frame909.png
59,914,fix59_frame914.png
60,936,fix60_frame936.png
61,941,fix61_frame941.png
62,977,fix62_frame977.png
63,982,fix63_frame982.png
64,987,fix64_frame987.png
65,998,fix65_frame998.png
66,1010,fix66_frame1010.png
67,1025,fix67_frame1025.png
68,1047,fix68_frame1047.png
69,1067,fix69_frame1067.png
70,1071,fix70_frame1071.png
71,1079,fix71_frame1079.png
72,1091,fix72_frame1091.png
73,1102,fix73_frame1102.png
74,1113,fix74_frame1113.png
75,1152,fix75_frame1152.png
76,1158,fix76_frame1158.png
77,1164,fix77_frame1164.png
78,1174,fix78_frame1174.png
79,1189,fix79_frame1189.png
80,1198,fix80_frame1198.png
81,1203,fix81_frame1203.png
82,1217,fix82_frame1217.png
83,1308,fix83_frame1308.png
84,1325,fix84_frame1325.png
85,1332,fix85_frame1332.png
86,1337,fix86_frame1337.png
87,1342,fix87_frame1342.png
88,1350,fix88_frame1350.png
89,1389,fix89_frame1389.png
90,1396,fix90_frame1396.png
91,1451,fix91_frame1451.png
92,1456,fix92_frame1456.png
93,1461,fix93_frame1461.png
